dates,ID,turno,linea_utilizada,produccion,piezas_a_scrap,apellido,nombre
"Aug 9, 2025",1153,Mañana,Linea 2,155,9,García,Carlos
"Aug 9, 2025",1154,Tarde,Linea 2,192,10,Torres,Javier
"Aug 9, 2025",1155,Noche,Linea 2,229,11,Flores,Rosa
"Aug 10, 2025",1156,Mañana,Linea 2,180,12,Hernández,María
"Aug 10, 2025",1157,Tarde,Linea 2,217,0,Ruiz,Francisco
"Aug 10, 2025",1158,Noche,Linea 2,168,1,Ramírez,Elena
"Aug 11, 2025",1159,Mañana,Linea 2,205,2,Fernández,José
"Aug 11, 2025",1160,Tarde,Linea 2,156,3,López,Pedro
"Aug 11, 2025",1161,Noche,Linea 2,193,4,Morales,Patricia
"Aug 12, 2025",1162,Mañana,Linea 1,230,5,Sánchez,Miguel
"Aug 12, 2025",1163,Mañana,Linea 2,181,6,Rodríguez,Laura
"Aug 12, 2025",1164,Tarde,Linea 1,218,7,Martínez,Ana
"Aug 12, 2025",1165,Tarde,Linea 2,169,8,Díaz,Antonio
"Aug 12, 2025",1166,Noche,Linea 1,206,9,Pérez,Carmen
"Aug 12, 2025",1167,Noche,Linea 2,157,10,González,Luis
"Aug 13, 2025",1168,Mañana,Linea 1,194,11,García,Carlos
"Aug 13, 2025",1169,Mañana,Linea 2,231,12,Torres,Javier
"Aug 13, 2025",1170,Tarde,Linea 1,182,0,Flores,Rosa
"Aug 13, 2025",1171,Tarde,Linea 2,219,1,Hernández,María
"Aug 13, 2025",1172,Noche,Linea 1,170,2,Ruiz,Francisco
"Aug 13, 2025",1173,Noche,Linea 2,207,3,Ramírez,Elena
"Aug 14, 2025",1174,Mañana,Linea 1,158,4,Fernández,José
"Aug 14, 2025",1175,Mañana,Linea 2,195,5,López,Pedro
"Aug 14, 2025",1176,Tarde,Linea 1,232,6,Morales,Patricia
"Aug 14, 2025",1177,Tarde,Linea 2,183,7,Sánchez,Miguel
"Aug 14, 2025",1178,Noche,Linea 1,220,8,Rodríguez,Laura
"Aug 14, 2025",1179,Noche,Linea 2,171,9,Martínez,Ana
"Aug 15, 2025",1180,Mañana,Linea 1,208,10,Díaz,Antonio
"Aug 15, 2025",1181,Mañana,Linea 2,159,11,Pérez,Carmen
"Aug 15, 2025",1182,Tarde,Linea 1,196,12,González,Luis
"Aug 15, 2025",1183,Tarde,Linea 2,233,0,García,Carlos
"Aug 15, 2025",1184,Noche,Linea 1,184,1,Torres,Javier
"Aug 15, 2025",1185,Noche,Linea 2,221,2,Flores,Rosa
"Aug 16, 2025",1186,Mañana,Linea 1,172,3,Hernández,María
"Aug 16, 2025",1187,Mañana,Linea 2,209,4,Ruiz,Francisco
"Aug 16, 2025",1188,Tarde,Linea 1,160,5,Ramírez,Elena
"Aug 16, 2025",1189,Tarde,Linea 2,197,6,Fernández,José
"Aug 16, 2025",1190,Noche,Linea 1,234,7,López,Pedro
"Aug 16, 2025",1191,Noche,Linea 2,185,8,Morales,Patricia
"Aug 17, 2025",1192,Mañana,Linea 1,222,9,Sánchez,Miguel
"Aug 17, 2025",1193,Mañana,Linea 2,173,10,Rodríguez,Laura
"Aug 17, 2025",1194,Tarde,Linea 1,210,11,Martínez,Ana
"Aug 17, 2025",1195,Tarde,Linea 2,161,12,Díaz,Antonio
"Aug 17, 2025",1196,Noche,Linea 1,198,0,Pérez,Carmen
"Aug 17, 2025",1197,Noche,Linea 2,235,1,González,Luis
"Aug 18, 2025",1198,Mañana,Linea 1,186,2,García,Carlos
"Aug 18, 2025",1199,Mañana,Linea 2,223,3,Torres,Javier
"Aug 18, 2025",1200,Tarde,Linea 1,174,4,Flores,Rosa
"Aug 18, 2025",1201,Tarde,Linea 2,211,5,Hernández,María
"Aug 18, 2025",1202,Noche,Linea 1,162,6,Ruiz,Francisco
"Aug 18, 2025",1203,Noche,Linea 2,199,7,Ramírez,Elena
"Aug 19, 2025",1204,Mañana,Linea 1,150,8,Fernández,José
"Aug 19, 2025",1205,Mañana,Linea 2,187,9,López,Pedro
"Aug 19, 2025",1206,Tarde,Linea 1,224,10,Morales,Patricia
"Aug 19, 2025",1207,Tarde,Linea 2,175,11,Sánchez,Miguel
"Aug 19, 2025",1208,Noche,Linea 1,212,12,Rodríguez,Laura
"Aug 19, 2025",1209,Noche,Linea 2,163,0,Martínez,Ana
"Aug 20, 2025",1210,Mañana,Linea 1,200,1,Díaz,Antonio
"Aug 20, 2025",1211,Mañana,Linea 2,151,2,Pérez,Carmen
"Aug 20, 2025",1212,Tarde,Linea 1,188,3,González,Luis
"Aug 20, 2025",1213,Tarde,Linea 2,225,4,García,Carlos
"Aug 20, 2025",1214,Noche,Linea 1,176,5,Torres,Javier
"Aug 20, 2025",1215,Noche,Linea 2,213,6,Flores,Rosa
"Aug 21, 2025",1216,Mañana,Linea 1,164,7,Hernández,María
"Aug 21, 2025",1217,Mañana,Linea 2,201,8,Ruiz,Francisco
"Aug 21, 2025",1218,Tarde,Linea 1,152,9,Ramírez,Elena
"Aug 21, 2025",1219,Tarde,Linea 2,189,10,Fernández,José
"Aug 21, 2025",1220,Noche,Linea 1,226,11,López,Pedro
"Aug 21, 2025",1221,Noche,Linea 2,177,12,Morales,Patricia
"Aug 22, 2025",1222,Mañana,Linea 1,214,0,Sánchez,Miguel
"Aug 22, 2025",1223,Mañana,Linea 2,165,1,Rodríguez,Laura
"Aug 22, 2025",1224,Tarde,Linea 1,202,2,Martínez,Ana
"Aug 22, 2025",1225,Tarde,Linea 2,153,3,Díaz,Antonio
"Aug 22, 2025",1226,Noche,Linea 1,190,4,Pérez,Carmen
"Aug 22, 2025",1227,Noche,Linea 2,227,5,González,Luis
"Aug 23, 2025",1228,Mañana,Linea 1,178,6,García,Carlos
"Aug 23, 2025",1229,Mañana,Linea 2,215,7,Torres,Javier
"Aug 23, 2025",1230,Tarde,Linea 1,166,8,Flores,Rosa
"Aug 23, 2025",1231,Tarde,Linea 2,203,9,Hernández,María
"Aug 23, 2025",1232,Noche,Linea 1,154,10,Ruiz,Francisco
"Aug 23, 2025",1233,Noche,Linea 2,191,11,Ramírez,Elena
"Aug 24, 2025",1234,Mañana,Linea 1,228,12,Fernández,José
"Aug 24, 2025",1235,Mañana,Linea 2,179,0,López,Pedro
"Aug 24, 2025",1236,Tarde,Linea 1,216,1,Morales,Patricia
"Aug 24, 2025",1237,Tarde,Linea 2,167,2,Sánchez,Miguel
"Aug 24, 2025",1238,Noche,Linea 1,204,3,Rodríguez,Laura
"Aug 24, 2025",1239,Noche,Linea 2,155,4,Martínez,Ana
"Aug 25, 2025",1240,Mañana,Linea 1,192,5,Díaz,Antonio
"Aug 25, 2025",1241,Mañana,Linea 2,229,6,Pérez,Carmen
"Aug 25, 2025",1242,Tarde,Linea 1,180,7,González,Luis
"Aug 25, 2025",1243,Tarde,Linea 2,217,8,García,Carlos
"Aug 25, 2025",1244,Noche,Linea 1,168,9,Torres,Javier
"Aug 25, 2025",1245,Noche,Linea 2,205,10,Flores,Rosa
"Aug 26, 2025",1246,Mañana,Linea 1,156,11,Hernández,María
"Aug 26, 2025",1247,Mañana,Linea 2,193,12,Ruiz,Francisco
"Aug 26, 2025",1248,Tarde,Linea 1,230,0,Ramírez,Elena
"Aug 26, 2025",1249,Tarde,Linea 2,181,1,Fernández,José
"Aug 26, 2025",1250,Noche,Linea 1,218,2,López,Pedro
"Aug 26, 2025",1251,Noche,Linea 2,169,3,Morales,Patricia
"Aug 27, 2025",1252,Mañana,Linea 1,206,4,Sánchez,Miguel
"Aug 27, 2025",1253,Mañana,Linea 2,157,5,Rodríguez,Laura
"Aug 27, 2025",1254,Tarde,Linea 1,194,6,Martínez,Ana
"Aug 27, 2025",1255,Tarde,Linea 2,231,7,Díaz,Antonio
"Aug 27, 2025",1256,Noche,Linea 1,182,8,Pérez,Carmen
"Aug 27, 2025",1257,Noche,Linea 2,219,9,González,Luis
"Aug 28, 2025",1258,Mañana,Linea 1,170,10,García,Carlos
"Aug 28, 2025",1259,Mañana,Linea 2,207,11,Torres,Javier
"Aug 28, 2025",1260,Tarde,Linea 1,158,12,Flores,Rosa
"Aug 28, 2025",1261,Tarde,Linea 2,195,0,Hernández,María
"Aug 28, 2025",1262,Noche,Linea 1,232,1,Ruiz,Francisco
"Aug 28, 2025",1263,Noche,Linea 2,183,2,Ramírez,Elena
"Aug 29, 2025",1264,Mañana,Linea 1,220,3,Fernández,José
"Aug 29, 2025",1265,Mañana,Linea 2,171,4,López,Pedro
"Aug 29, 2025",1266,Tarde,Linea 1,208,5,Morales,Patricia
"Aug 29, 2025",1267,Tarde,Linea 2,159,6,Sánchez,Miguel
"Aug 29, 2025",1268,Noche,Linea 1,196,7,Rodríguez,Laura
"Aug 29, 2025",1269,Noche,Linea 2,233,8,Martínez,Ana
"Aug 30, 2025",1270,Mañana,Linea 1,184,9,Díaz,Antonio
"Aug 30, 2025",1271,Mañana,Linea 2,221,10,Pérez,Carmen
"Aug 30, 2025",1272,Tarde,Linea 1,172,11,González,Luis
"Aug 30, 2025",1273,Tarde,Linea 2,209,12,García,Carlos
"Aug 30, 2025",1274,Noche,Linea 1,160,0,Torres,Javier
"Aug 30, 2025",1275,Noche,Linea 2,197,1,Flores,Rosa
"Aug 31, 2025",1276,Mañana,Linea 1,234,2,Hernández,María
"Aug 31, 2025",1277,Mañana,Linea 2,185,3,Ruiz,Francisco
"Aug 31, 2025",1278,Tarde,Linea 1,222,4,Ramírez,Elena
"Aug 31, 2025",1279,Tarde,Linea 2,173,5,Fernández,José
"Aug 31, 2025",1280,Noche,Linea 1,210,6,López,Pedro
"Aug 31, 2025",1281,Noche,Linea 2,161,7,Morales,Patricia
"Sep 1, 2025",1282,Mañana,Linea 1,198,8,Sánchez,Miguel
"Sep 1, 2025",1283,Mañana,Linea 2,235,9,Rodríguez,Laura
"Sep 1, 2025",1284,Tarde,Linea 1,186,10,Martínez,Ana
"Sep 1, 2025",1285,Tarde,Linea 2,223,11,Díaz,Antonio
"Sep 1, 2025",1286,Noche,Linea 1,174,12,Pérez,Carmen
"Sep 1, 2025",1287,Noche,Linea 2,211,0,González,Luis
"Sep 2, 2025",1288,Mañana,Linea 1,162,1,García,Carlos
"Sep 2, 2025",1289,Mañana,Linea 2,199,2,Torres,Javier
"Sep 2, 2025",1290,Tarde,Linea 1,150,3,Flores,Rosa
"Sep 2, 2025",1291,Tarde,Linea 2,187,4,Hernández,María
"Sep 2, 2025",1292,Noche,Linea 1,224,5,Ruiz,Francisco
"Sep 2, 2025",1293,Noche,Linea 2,175,6,Ramírez,Elena
"Sep 3, 2025",1294,Mañana,Linea 1,212,7,Fernández,José
"Sep 3, 2025",1295,Mañana,Linea 2,163,8,López,Pedro
"Sep 3, 2025",1296,Tarde,Linea 1,200,9,Morales,Patricia
"Sep 3, 2025",1297,Tarde,Linea 2,151,10,Sánchez,Miguel
"Sep 3, 2025",1298,Noche,Linea 1,188,11,Rodríguez,Laura
"Sep 3, 2025",1299,Noche,Linea 2,225,12,Martínez,Ana
"Sep 4, 2025",1300,Mañana,Linea 1,176,0,Díaz,Antonio
"Sep 4, 2025",1301,Mañana,Linea 2,213,1,Pérez,Carmen
"Sep 4, 2025",1302,Tarde,Linea 1,164,2,González,Luis
"Sep 4, 2025",1303,Tarde,Linea 2,201,3,García,Carlos
"Sep 4, 2025",1304,Noche,Linea 1,152,4,Torres,Javier
"Sep 4, 2025",1305,Noche,Linea 2,189,5,Flores,Rosa
"Sep 5, 2025",1306,Mañana,Linea 1,226,6,Hernández,María
"Sep 5, 2025",1307,Mañana,Linea 2,177,7,Ruiz,Francisco
"Sep 5, 2025",1308,Tarde,Linea 1,214,8,Ramírez,Elena
"Sep 5, 2025",1309,Tarde,Linea 2,165,9,Fernández,José
"Sep 5, 2025",1310,Noche,Linea 1,202,10,López,Pedro
"Sep 5, 2025",1311,Noche,Linea 2,153,11,Morales,Patricia
"Sep 6, 2025",1312,Mañana,Linea 1,190,12,Sánchez,Miguel
"Sep 6, 2025",1313,Mañana,Linea 2,227,0,Rodríguez,Laura
"Sep 6, 2025",1314,Tarde,Linea 1,178,1,Martínez,Ana
"Sep 6, 2025",1315,Tarde,Linea 2,215,2,Díaz,Antonio
"Sep 6, 2025",1316,Noche,Linea 1,166,3,Pérez,Carmen
"Sep 6, 2025",1317,Noche,Linea 2,203,4,González,Luis
"Sep 7, 2025",1318,Mañana,Linea 1,154,5,García,Carlos
"Sep 7, 2025",1319,Mañana,Linea 2,191,6,Torres,Javier
"Sep 7, 2025",1320,Tarde,Linea 1,228,7,Flores,Rosa
"Sep 7, 2025",1321,Tarde,Linea 2,179,8,Hernández,María
"Sep 7, 2025",1322,Noche,Linea 1,216,9,Ruiz,Francisco
"Sep 7, 2025",1323,Noche,Linea 2,167,10,Ramírez,Elena
"Sep 8, 2025",1324,Mañana,Linea 1,204,11,Fernández,José
"Sep 8, 2025",1325,Mañana,Linea 2,155,12,López,Pedro
"Sep 8, 2025",1326,Tarde,Linea 1,192,0,Morales,Patricia
"Sep 8, 2025",1327,Tarde,Linea 2,229,1,Sánchez,Miguel
"Sep 8, 2025",1328,Noche,Linea 1,180,2,Rodríguez,Laura
"Sep 8, 2025",1329,Noche,Linea 2,217,3,Martínez,Ana
"Sep 9, 2025",1330,Mañana,Linea 1,168,4,Díaz,Antonio
"Sep 9, 2025",1331,Mañana,Linea 2,205,5,Pérez,Carmen
"Sep 9, 2025",1332,Tarde,Linea 1,156,6,González,Luis
"Sep 9, 2025",1333,Tarde,Linea 2,193,7,García,Carlos
"Sep 9, 2025",1334,Noche,Linea 1,230,8,Torres,Javier
"Sep 9, 2025",1335,Noche,Linea 2,181,9,Flores,Rosa
"Sep 10, 2025",1336,Mañana,Linea 1,218,10,Hernández,María
"Sep 10, 2025",1337,Mañana,Linea 2,169,11,Ruiz,Francisco
"Sep 10, 2025",1338,Tarde,Linea 1,206,12,Ramírez,Elena
"Sep 10, 2025",1339,Tarde,Linea 2,157,0,Fernández,José
"Sep 10, 2025",1340,Noche,Linea 1,194,1,López,Pedro
"Sep 10, 2025",1341,Noche,Linea 2,231,2,Morales,Patricia
"Sep 11, 2025",1342,Mañana,Linea 1,182,3,Sánchez,Miguel
"Sep 11, 2025",1343,Mañana,Linea 2,219,4,Rodríguez,Laura
"Sep 11, 2025",1344,Tarde,Linea 1,170,5,Martínez,Ana
"Sep 11, 2025",1345,Tarde,Linea 2,207,6,Díaz,Antonio
"Sep 11, 2025",1346,Noche,Linea 1,158,7,Pérez,Carmen
"Sep 11, 2025",1347,Noche,Linea 2,195,8,González,Luis
"Sep 12, 2025",1348,Mañana,Linea 1,232,9,García,Carlos
"Sep 12, 2025",1349,Mañana,Linea 2,183,10,Torres,Javier
"Sep 12, 2025",1350,Tarde,Linea 1,220,11,Flores,Rosa
"Sep 12, 2025",1351,Tarde,Linea 2,171,12,Hernández,María
"Sep 12, 2025",1352,Noche,Linea 1,208,0,Ruiz,Francisco
"Sep 12, 2025",1353,Noche,Linea 2,159,1,Ramírez,Elena
"Sep 13, 2025",1354,Mañana,Linea 1,196,2,Fernández,José
"Sep 13, 2025",1355,Mañana,Linea 2,233,3,López,Pedro
"Sep 13, 2025",1356,Tarde,Linea 1,184,4,Morales,Patricia
"Sep 13, 2025",1357,Tarde,Linea 2,221,5,Sánchez,Miguel
"Sep 13, 2025",1358,Noche,Linea 1,172,6,Rodríguez,Laura
"Sep 13, 2025",1359,Noche,Linea 2,209,7,Martínez,Ana
"Sep 14, 2025",1360,Mañana,Linea 1,160,8,Díaz,Antonio
"Sep 14, 2025",1361,Mañana,Linea 2,197,9,Pérez,Carmen
"Sep 14, 2025",1362,Tarde,Linea 1,234,10,González,Luis
"Sep 14, 2025",1363,Tarde,Linea 2,185,11,García,Carlos
"Sep 14, 2025",1364,Noche,Linea 1,222,12,Torres,Javier
"Sep 14, 2025",1365,Noche,Linea 2,173,0,Flores,Rosa
"Sep 15, 2025",1366,Mañana,Linea 1,210,1,Hernández,María
"Sep 15, 2025",1367,Mañana,Linea 2,161,2,Ruiz,Francisco
"Sep 15, 2025",1368,Tarde,Linea 1,198,3,Ramírez,Elena
"Sep 15, 2025",1369,Tarde,Linea 2,235,4,Fernández,José
"Sep 15, 2025",1370,Noche,Linea 1,186,5,López,Pedro
"Sep 15, 2025",1371,Noche,Linea 2,223,6,Morales,Patricia
"Sep 16, 2025",1372,Mañana,Linea 1,174,7,Sánchez,Miguel
"Sep 16, 2025",1373,Mañana,Linea 2,211,8,Rodríguez,Laura
"Sep 16, 2025",1374,Tarde,Linea 1,162,9,Martínez,Ana
"Sep 16, 2025",1375,Tarde,Linea 2,199,10,Díaz,Antonio
"Sep 16, 2025",1376,Noche,Linea 1,150,11,Pérez,Carmen
"Sep 16, 2025",1377,Noche,Linea 2,187,12,González,Luis
"Sep 17, 2025",1378,Mañana,Linea 1,224,0,García,Carlos
"Sep 17, 2025",1379,Mañana,Linea 2,175,1,Torres,Javier
"Sep 17, 2025",1380,Tarde,Linea 1,212,2,Flores,Rosa
"Sep 17, 2025",1381,Tarde,Linea 2,163,3,Hernández,María
"Sep 17, 2025",1382,Noche,Linea 1,200,4,Ruiz,Francisco
"Sep 17, 2025",1383,Noche,Linea 2,151,5,Ramírez,Elena
"Sep 18, 2025",1384,Mañana,Linea 1,188,6,Fernández,José
"Sep 18, 2025",1385,Mañana,Linea 2,225,7,López,Pedro
"Sep 18, 2025",1386,Tarde,Linea 1,176,8,Morales,Patricia
"Sep 18, 2025",1387,Tarde,Linea 2,213,9,Sánchez,Miguel
"Sep 18, 2025",1388,Noche,Linea 1,164,10,Rodríguez,Laura
"Sep 18, 2025",1389,Noche,Linea 2,201,11,Martínez,Ana
"Sep 19, 2025",1390,Mañana,Linea 1,152,12,Díaz,Antonio
"Sep 19, 2025",1391,Mañana,Linea 2,189,0,Pérez,Carmen
"Sep 19, 2025",1392,Tarde,Linea 1,226,1,González,Luis
"Sep 19, 2025",1393,Tarde,Linea 2,177,2,García,Carlos
"Sep 19, 2025",1394,Noche,Linea 1,214,3,Torres,Javier
"Sep 19, 2025",1395,Noche,Linea 2,165,4,Flores,Rosa
"Sep 20, 2025",1396,Mañana,Linea 1,202,5,Hernández,María
"Sep 20, 2025",1397,Mañana,Linea 2,153,6,Ruiz,Francisco
"Sep 20, 2025",1398,Tarde,Linea 1,190,7,Ramírez,Elena
"Sep 20, 2025",1399,Tarde,Linea 2,227,8,Fernández,José
"Sep 20, 2025",1400,Noche,Linea 1,178,9,López,Pedro
"Sep 20, 2025",1401,Noche,Linea 2,215,10,Morales,Patricia
"Sep 21, 2025",1402,Mañana,Linea 1,166,11,Sánchez,Miguel
"Sep 21, 2025",1403,Mañana,Linea 2,203,12,Rodríguez,Laura
"Sep 21, 2025",1404,Tarde,Linea 1,154,0,Martínez,Ana
"Sep 21, 2025",1405,Tarde,Linea 2,191,1,Díaz,Antonio
"Sep 21, 2025",1406,Noche,Linea 1,228,2,Pérez,Carmen
"Sep 21, 2025",1407,Noche,Linea 2,179,3,González,Luis
"Sep 22, 2025",1408,Mañana,Linea 1,216,4,García,Carlos
"Sep 22, 2025",1409,Mañana,Linea 2,167,5,Torres,Javier
"Sep 22, 2025",1410,Tarde,Linea 1,204,6,Flores,Rosa
"Sep 22, 2025",1411,Tarde,Linea 2,155,7,Hernández,María
"Sep 22, 2025",1412,Noche,Linea 1,192,8,Ruiz,Francisco
"Sep 22, 2025",1413,Noche,Linea 2,229,9,Ramírez,Elena
"Sep 23, 2025",1414,Mañana,Linea 1,180,10,Fernández,José
"Sep 23, 2025",1415,Mañana,Linea 2,217,11,López,Pedro
"Sep 23, 2025",1416,Tarde,Linea 1,168,12,Morales,Patricia
"Sep 23, 2025",1417,Tarde,Linea 2,205,0,Sánchez,Miguel
"Sep 23, 2025",1418,Noche,Linea 1,156,1,Rodríguez,Laura
"Sep 23, 2025",1419,Noche,Linea 2,193,2,Martínez,Ana
"Sep 24, 2025",1420,Mañana,Linea 1,230,3,Díaz,Antonio
"Sep 24, 2025",1421,Mañana,Linea 2,181,4,Pérez,Carmen
"Sep 24, 2025",1422,Tarde,Linea 1,218,5,González,Luis
"Sep 24, 2025",1423,Tarde,Linea 2,169,6,García,Carlos
"Sep 24, 2025",1424,Noche,Linea 1,206,7,Torres,Javier
"Sep 24, 2025",1425,Noche,Linea 2,157,8,Flores,Rosa
"Sep 25, 2025",1426,Mañana,Linea 1,194,9,Hernández,María
"Sep 25, 2025",1427,Mañana,Linea 2,231,10,Ruiz,Francisco
"Sep 25, 2025",1428,Tarde,Linea 1,182,11,Ramírez,Elena
"Sep 25, 2025",1429,Tarde,Linea 2,219,12,Fernández,José
"Sep 25, 2025",1430,Noche,Linea 1,170,0,López,Pedro
"Sep 25, 2025",1431,Noche,Linea 2,207,1,Morales,Patricia
"Sep 26, 2025",1432,Mañana,Linea 1,158,2,Sánchez,Miguel
"Sep 26, 2025",1433,Mañana,Linea 2,195,3,Rodríguez,Laura
"Sep 26, 2025",1434,Tarde,Linea 1,232,4,Martínez,Ana
"Sep 26, 2025",1435,Tarde,Linea 2,183,5,Díaz,Antonio
"Sep 26, 2025",1436,Noche,Linea 1,220,6,Pérez,Carmen
"Sep 26, 2025",1437,Noche,Linea 2,171,7,González,Luis
"Sep 27, 2025",1438,Mañana,Linea 1,208,8,García,Carlos
"Sep 27, 2025",1439,Mañana,Linea 2,159,9,Torres,Javier
"Sep 27, 2025",1440,Tarde,Linea 1,196,10,Flores,Rosa
"Sep 27, 2025",1441,Tarde,Linea 2,233,11,Hernández,María
"Sep 27, 2025",1442,Noche,Linea 1,184,12,Ruiz,Francisco
"Sep 27, 2025",1443,Noche,Linea 2,221,0,Ramírez,Elena
"Sep 28, 2025",1444,Mañana,Linea 1,172,1,Fernández,José
"Sep 28, 2025",1445,Mañana,Linea 2,209,2,López,Pedro
"Sep 28, 2025",1446,Tarde,Linea 1,160,3,Morales,Patricia
"Sep 28, 2025",1447,Tarde,Linea 2,197,4,Sánchez,Miguel
"Sep 28, 2025",1448,Noche,Linea 1,234,5,Rodríguez,Laura
"Sep 28, 2025",1449,Noche,Linea 2,185,6,Martínez,Ana
"Sep 29, 2025",1450,Mañana,Linea 1,222,7,Díaz,Antonio
"Sep 29, 2025",1451,Mañana,Linea 2,173,8,Pérez,Carmen
"Sep 29, 2025",1452,Tarde,Linea 1,210,9,González,Luis
"Sep 29, 2025",1453,Tarde,Linea 2,161,10,García,Carlos
"Sep 29, 2025",1454,Noche,Linea 1,198,11,Torres,Javier
"Sep 29, 2025",1455,Noche,Linea 2,235,12,Flores,Rosa
"Sep 30, 2025",1456,Mañana,Linea 1,186,0,Hernández,María
"Sep 30, 2025",1457,Mañana,Linea 2,223,1,Ruiz,Francisco
"Sep 30, 2025",1458,Tarde,Linea 1,174,2,Ramírez,Elena
"Sep 30, 2025",1459,Tarde,Linea 2,211,3,Fernández,José
"Sep 30, 2025",1460,Noche,Linea 1,162,4,López,Pedro
"Sep 30, 2025",1461,Noche,Linea 2,199,5,Morales,Patricia
"Oct 1, 2025",1462,Mañana,Linea 1,150,6,Sánchez,Miguel
"Oct 1, 2025",1463,Mañana,Linea 2,187,7,Rodríguez,Laura
"Oct 1, 2025",1464,Tarde,Linea 1,224,8,Martínez,Ana
"Oct 1, 2025",1465,Tarde,Linea 2,175,9,Díaz,Antonio
"Oct 1, 2025",1466,Noche,Linea 1,212,10,Pérez,Carmen
"Oct 1, 2025",1467,Noche,Linea 2,163,11,González,Luis
"Oct 2, 2025",1468,Mañana,Linea 1,200,12,García,Carlos
"Oct 2, 2025",1469,Mañana,Linea 2,151,0,Torres,Javier
"Oct 2, 2025",1470,Tarde,Linea 1,188,1,Flores,Rosa
"Oct 2, 2025",1471,Tarde,Linea 2,225,2,Hernández,María
"Oct 2, 2025",1472,Noche,Linea 1,176,3,Ruiz,Francisco
"Oct 2, 2025",1473,Noche,Linea 2,213,4,Ramírez,Elena
"Oct 3, 2025",1474,Mañana,Linea 1,164,5,Fernández,José
"Oct 3, 2025",1475,Mañana,Linea 2,201,6,López,Pedro
"Oct 3, 2025",1476,Tarde,Linea 1,152,7,Morales,Patricia
"Oct 3, 2025",1477,Tarde,Linea 2,189,8,Sánchez,Miguel
"Oct 3, 2025",1478,Noche,Linea 1,226,9,Rodríguez,Laura
"Oct 3, 2025",1479,Noche,Linea 2,177,10,Martínez,Ana
"Oct 4, 2025",1480,Mañana,Linea 1,214,11,Díaz,Antonio
"Oct 4, 2025",1481,Mañana,Linea 2,165,12,Pérez,Carmen
"Oct 4, 2025",1482,Tarde,Linea 1,202,0,González,Luis
"Oct 4, 2025",1483,Tarde,Linea 2,153,1,García,Carlos
"Oct 4, 2025",1484,Noche,Linea 1,190,2,Torres,Javier
"Oct 4, 2025",1485,Noche,Linea 2,227,3,Flores,Rosa
"Oct 5, 2025",1486,Mañana,Linea 1,178,4,Hernández,María
"Oct 5, 2025",1487,Mañana,Linea 2,215,5,Ruiz,Francisco
"Oct 5, 2025",1488,Tarde,Linea 1,166,6,Ramírez,Elena
"Oct 5, 2025",1489,Tarde,Linea 2,203,7,Fernández,José
"Oct 5, 2025",1490,Noche,Linea 1,154,8,López,Pedro
"Oct 5, 2025",1491,Noche,Linea 2,191,9,Morales,Patricia
"Oct 6, 2025",1492,Mañana,Linea 1,228,10,Sánchez,Miguel
"Oct 6, 2025",1493,Mañana,Linea 2,179,11,Rodríguez,Laura
"Oct 6, 2025",1494,Tarde,Linea 1,216,12,Martínez,Ana
"Oct 6, 2025",1495,Tarde,Linea 2,167,0,Díaz,Antonio
"Oct 6, 2025",1496,Noche,Linea 1,204,1,Pérez,Carmen
"Oct 6, 2025",1497,Noche,Linea 2,155,2,González,Luis
"Oct 7, 2025",1498,Mañana,Linea 1,192,3,García,Carlos
"Oct 7, 2025",1499,Mañana,Linea 2,229,4,Torres,Javier
"Oct 7, 2025",1500,Tarde,Linea 1,180,5,Flores,Rosa
"Oct 7, 2025",1501,Tarde,Linea 2,217,6,Hernández,María
"Oct 7, 2025",1502,Noche,Linea 1,168,7,Ruiz,Francisco
"Oct 7, 2025",1503,Noche,Linea 2,205,8,Ramírez,Elena
"Oct 8, 2025",1504,Mañana,Linea 1,156,9,Fernández,José
"Oct 8, 2025",1505,Mañana,Linea 2,193,10,López,Pedro
"Oct 8, 2025",1506,Tarde,Linea 1,230,11,Morales,Patricia
"Oct 8, 2025",1507,Tarde,Linea 2,181,12,Sánchez,Miguel
"Oct 8, 2025",1508,Noche,Linea 1,218,0,Rodríguez,Laura
"Oct 8, 2025",1509,Noche,Linea 2,169,1,Martínez,Ana
"Oct 9, 2025",1510,Mañana,Linea 1,206,2,Díaz,Antonio
"Oct 9, 2025",1511,Mañana,Linea 2,157,3,Pérez,Carmen
"Oct 9, 2025",1512,Tarde,Linea 1,194,4,González,Luis
"Oct 9, 2025",1513,Tarde,Linea 2,231,5,García,Carlos
"Oct 9, 2025",1514,Noche,Linea 1,182,6,Torres,Javier
"Oct 9, 2025",1515,Noche,Linea 2,219,7,Flores,Rosa
"Oct 10, 2025",1516,Mañana,Linea 1,170,8,Hernández,María
"Oct 10, 2025",1517,Mañana,Linea 2,207,9,Ruiz,Francisco
"Oct 10, 2025",1518,Tarde,Linea 1,158,10,Ramírez,Elena
"Oct 10, 2025",1519,Tarde,Linea 2,195,11,Fernández,José
"Oct 10, 2025",1520,Noche,Linea 1,232,12,López,Pedro
"Oct 10, 2025",1521,Noche,Linea 2,183,0,Morales,Patricia
"Oct 11, 2025",1522,Mañana,Linea 1,220,1,Sánchez,Miguel
"Oct 11, 2025",1523,Mañana,Linea 2,171,2,Rodríguez,Laura
"Oct 11, 2025",1524,Tarde,Linea 1,208,3,Martínez,Ana
